每周学习时长（小时）,专业,性别,期中考试分数,期末考试分数,上课出勤率
13.71,财务管理,女,75.38,74.74,97.0
22.53,工商管理,男,87.16,85.41,92.0
16.69,大数据管理,男,84.35,69.04,85.0
18.42,电子商务,女,63.93,72.47,72.0
18.88,电子商务,女,60.74,77.17,89.0
32.69,电子商务,女,67.82,79.71,81.0
19.74,财务管理,男,69.49,80.17,61.0
28.3,人工智能,男,88.39,75.44,80.0
29.83,工商管理,女,49.71,55.01,73.0
9.37,工商管理,女,100.0,75.0,99.0
12.83,工商管理,男,61.32,71.51,67.0
13.31,工商管理,男,65.29,69.86,76.0
14.57,大数据管理,女,66.43,65.92,85.0
24.84,电子商务,女,67.7,74.86,88.0
5.0,财务管理,女,72.66,50.88,71.0
23.43,人工智能,男,99.16,100.0,61.0
25.39,电子商务,男,47.73,63.33,81.0
23.34,电子商务,女,71.19,73.15,85.0
22.65,财务管理,女,77.2,79.56,66.0
26.46,财务管理,男,75.13,76.23,71.0
21.07,工商管理,男,93.55,85.05,95.0
21.12,工商管理,女,59.96,60.72,84.0
22.84,电子商务,男,68.25,73.16,71.0
17.66,人工智能,女,51.08,71.43,68.0
5.0,工商管理,男,69.67,76.49,78.0
24.45,大数据管理,男,95.21,93.84,62.0
15.19,人工智能,男,65.32,60.24,84.0
16.36,人工智能,男,92.01,71.96,89.0
40.0,电子商务,女,36.66,61.66,85.0
12.84,电子商务,男,58.04,60.52,84.0
32.58,大数据管理,男,59.81,80.68,99.0
18.29,电子商务,女,78.98,59.3,84.0
24.6,大数据管理,女,59.27,82.47,97.0
23.32,财务管理,男,69.45,68.3,78.0
26.57,大数据管理,女,68.68,69.43,81.0
36.35,工商管理,女,74.44,72.81,74.0
15.35,大数据管理,女,83.78,58.78,69.0
22.91,工商管理,女,96.43,90.62,79.0
14.23,工商管理,男,68.19,67.37,95.0
13.52,财务管理,女,75.15,57.38,87.0
29.47,大数据管理,女,95.58,75.92,69.0
20.13,工商管理,女,89.16,80.42,96.0
15.27,工商管理,女,100.0,95.39,73.0
30.36,大数据管理,女,57.43,67.6,95.0
7.68,人工智能,男,100.0,75.0,97.0
12.6,电子商务,女,66.35,64.81,85.0
5.0,工商管理,女,59.05,54.04,84.0
10.93,大数据管理,女,97.12,72.12,64.0
15.29,电子商务,男,62.1,62.14,84.0
7.48,人工智能,女,80.91,69.75,90.0
26.0,财务管理,女,90.33,91.3,88.0
18.85,人工智能,女,55.57,75.94,80.0
9.91,工商管理,女,99.93,85.19,60.0
9.53,人工智能,男,93.91,73.92,74.0
20.89,工商管理,男,97.4,76.23,92.0
31.57,财务管理,女,74.23,92.52,67.0
22.84,电子商务,男,25.82,50.8,75.0
23.78,人工智能,男,65.83,70.95,87.0
13.59,大数据管理,男,68.66,69.14,99.0
23.21,人工智能,男,38.18,54.69,77.0
20.84,电子商务,女,83.39,76.45,88.0
15.72,大数据管理,女,78.37,65.09,82.0
13.93,电子商务,女,76.64,65.81,90.0
14.06,电子商务,男,51.21,59.34,87.0
32.77,人工智能,女,72.27,72.93,73.0
24.33,工商管理,男,91.68,80.14,90.0
25.42,电子商务,女,69.78,69.3,62.0
31.35,大数据管理,男,42.83,59.22,67.0
16.19,电子商务,男,68.77,79.0,81.0
22.18,大数据管理,男,86.12,61.12,61.0
17.97,工商管理,女,100.0,95.49,98.0
16.25,工商管理,男,54.64,70.08,63.0
12.19,财务管理,男,56.07,41.45,92.0
32.97,电子商务,女,96.49,86.23,83.0
28.03,财务管理,男,62.09,64.61,71.0
26.97,电子商务,女,68.1,61.45,89.0
13.57,电子商务,男,56.45,55.5,91.0
33.21,财务管理,女,51.23,56.61,67.0
22.19,人工智能,男,53.16,74.1,75.0
5.0,电子商务,女,82.33,73.67,63.0
33.39,人工智能,女,99.11,97.25,72.0
17.83,电子商务,女,86.06,83.82,78.0
26.56,人工智能,女,100.0,78.77,74.0
18.01,大数据管理,男,71.65,64.42,88.0
14.95,人工智能,女,100.0,86.06,67.0
23.18,工商管理,女,61.02,60.37,91.0
16.61,财务管理,女,100.0,89.05,67.0
26.76,工商管理,女,94.64,82.01,62.0
27.17,人工智能,女,68.3,72.76,93.0
22.2,人工智能,女,94.41,87.6,76.0
21.09,人工智能,女,79.26,82.95,96.0
28.68,大数据管理,女,68.28,69.34,66.0
18.49,人工智能,女,45.26,63.07,67.0
18.93,大数据管理,女,83.26,69.9,87.0
14.36,电子商务,男,92.19,85.44,92.0
31.74,财务管理,男,94.41,92.89,97.0
17.46,人工智能,男,64.77,64.92,82.0
23.03,财务管理,男,71.18,71.0,65.0
26.8,人工智能,男,34.72,46.38,66.0
24.14,大数据管理,女,79.4,80.36,65.0
11.99,大数据管理,女,89.63,72.74,70.0
8.32,财务管理,男,64.16,58.11,100.0
24.33,电子商务,女,64.67,75.08,72.0
20.62,大数据管理,女,79.09,67.86,79.0
27.2,财务管理,男,73.74,65.29,97.0
34.48,工商管理,女,64.37,61.84,62.0
15.71,电子商务,女,86.45,83.94,88.0
13.57,工商管理,男,68.78,56.63,99.0
7.57,工商管理,女,70.85,81.06,80.0
15.68,大数据管理,男,48.76,38.93,80.0
27.36,人工智能,男,78.44,88.43,74.0
17.2,工商管理,男,75.17,69.91,67.0
18.04,工商管理,男,87.21,76.26,64.0
15.59,电子商务,男,79.68,65.15,69.0
24.22,大数据管理,男,92.31,82.88,62.0
21.88,电子商务,女,80.05,75.37,68.0
16.4,人工智能,男,80.38,84.11,80.0
25.92,人工智能,男,73.42,72.37,60.0
20.04,大数据管理,男,100.0,86.08,91.0
17.0,电子商务,男,66.76,63.89,88.0
26.77,工商管理,男,75.19,76.22,98.0
26.07,工商管理,女,81.57,82.86,90.0
18.77,财务管理,女,90.69,69.91,99.0
32.0,工商管理,男,73.82,64.71,61.0
18.47,电子商务,女,50.86,64.14,62.0
25.5,电子商务,女,80.8,77.17,70.0
29.9,人工智能,男,93.21,81.79,67.0
10.75,工商管理,男,99.69,76.1,67.0
17.04,财务管理,男,82.99,76.09,75.0
18.09,人工智能,男,64.46,60.92,79.0
21.23,工商管理,女,81.88,70.34,79.0
24.74,人工智能,男,100.0,88.53,69.0
12.36,财务管理,女,83.17,65.38,91.0
26.91,电子商务,女,96.1,85.98,72.0
17.74,财务管理,女,71.35,59.55,94.0
23.34,工商管理,女,56.21,72.02,87.0
37.72,大数据管理,男,66.78,79.1,69.0
18.43,人工智能,男,61.48,68.55,97.0
17.66,电子商务,女,88.47,87.29,94.0
9.28,财务管理,女,90.61,89.45,81.0
17.37,工商管理,女,62.89,70.89,72.0
27.81,大数据管理,男,71.6,61.7,96.0
22.19,工商管理,男,73.22,58.18,63.0
5.0,财务管理,男,81.41,65.83,98.0
14.67,电子商务,男,66.54,66.42,92.0
16.76,人工智能,女,68.56,67.93,65.0
20.38,大数据管理,女,70.63,66.74,87.0
15.11,人工智能,女,98.92,83.93,69.0
26.86,大数据管理,男,47.69,53.64,71.0
32.96,大数据管理,女,81.0,77.44,85.0
24.19,电子商务,女,71.52,59.01,65.0
16.1,人工智能,女,75.14,61.76,77.0
39.01,人工智能,男,53.24,63.55,76.0
5.0,工商管理,男,99.13,74.13,92.0
33.88,电子商务,男,92.42,94.5,72.0
24.03,财务管理,男,70.31,65.2,72.0
30.96,财务管理,男,78.89,96.36,65.0
16.36,电子商务,女,66.43,69.91,87.0
19.38,人工智能,女,88.4,80.87,97.0
20.16,工商管理,女,70.85,61.73,64.0
25.99,财务管理,男,76.11,84.03,91.0
11.3,财务管理,男,64.16,58.97,99.0
16.31,人工智能,男,82.48,75.17,90.0
21.16,人工智能,男,72.61,91.88,79.0
28.39,人工智能,女,75.67,77.42,81.0
20.57,财务管理,男,66.16,78.87,90.0
16.15,大数据管理,女,88.25,71.78,83.0
13.81,财务管理,男,67.24,69.49,99.0
31.01,电子商务,男,72.58,86.83,61.0
28.8,人工智能,女,64.01,67.1,96.0
22.08,电子商务,男,82.94,92.35,98.0
22.09,大数据管理,女,100.0,91.77,72.0
18.09,大数据管理,男,75.96,66.38,80.0
18.58,大数据管理,男,61.97,69.6,75.0
32.28,财务管理,女,97.48,96.48,95.0
30.95,人工智能,男,83.87,84.54,68.0
17.39,人工智能,女,75.58,58.66,84.0
23.12,财务管理,女,95.32,80.28,83.0
19.2,大数据管理,男,75.57,70.47,92.0
23.85,电子商务,男,91.34,80.55,66.0
17.15,财务管理,女,57.22,69.59,86.0
20.64,工商管理,女,75.73,74.37,75.0
38.18,大数据管理,男,71.61,71.95,89.0
40.0,电子商务,男,85.82,89.72,87.0
22.81,电子商务,女,72.43,78.37,94.0
20.72,工商管理,女,83.35,85.7,95.0
12.81,工商管理,女,51.96,68.13,81.0
23.81,人工智能,女,100.0,90.14,61.0
12.07,人工智能,女,75.35,74.23,94.0
16.54,大数据管理,男,81.56,74.86,99.0
25.78,财务管理,女,72.35,65.5,93.0
26.27,电子商务,女,79.43,83.57,89.0
10.62,大数据管理,男,66.1,65.34,87.0
21.75,电子商务,女,80.27,76.44,63.0
8.66,工商管理,女,83.56,58.68,69.0
13.05,工商管理,男,60.08,54.41,90.0
23.0,人工智能,女,86.41,90.97,90.0
33.19,工商管理,女,97.12,86.02,61.0
9.83,人工智能,男,59.25,66.12,73.0
9.64,人工智能,女,94.06,74.55,61.0
24.97,大数据管理,女,75.17,72.69,79.0
10.19,人工智能,女,70.13,77.3,92.0
5.0,工商管理,男,75.82,59.71,77.0
5.0,电子商务,男,89.15,74.54,98.0
5.0,财务管理,男,70.98,55.05,72.0
30.12,财务管理,女,56.32,68.85,93.0
20.2,大数据管理,女,89.92,82.05,97.0
23.71,大数据管理,女,78.4,78.98,81.0
16.55,电子商务,男,76.71,67.59,77.0
31.76,财务管理,男,86.91,93.63,87.0
17.12,人工智能,男,84.05,70.0,94.0
14.1,电子商务,女,100.0,80.52,91.0
11.93,人工智能,男,69.84,61.18,68.0
22.47,大数据管理,男,44.3,68.61,86.0
30.95,电子商务,女,78.17,80.24,64.0
28.3,工商管理,男,69.11,78.5,72.0
27.03,人工智能,女,95.67,73.17,63.0
16.69,人工智能,女,75.19,71.42,73.0
16.5,人工智能,女,87.05,85.27,93.0
12.36,财务管理,男,83.85,73.76,69.0
21.26,工商管理,男,70.84,76.1,69.0
25.08,工商管理,男,82.23,74.32,72.0
28.68,电子商务,女,69.67,84.75,75.0
17.21,电子商务,男,86.33,94.95,67.0
17.66,人工智能,男,54.84,54.6,67.0
25.87,人工智能,男,65.29,64.42,62.0
8.14,工商管理,男,67.3,76.37,78.0
34.28,人工智能,男,50.81,75.81,88.0
20.33,财务管理,男,80.04,70.35,74.0
5.0,电子商务,男,86.48,64.33,76.0
18.55,人工智能,女,100.0,76.94,61.0
10.67,人工智能,女,78.89,53.89,66.0
29.16,人工智能,男,47.82,59.68,91.0
10.84,工商管理,女,87.95,65.46,90.0
22.71,人工智能,男,74.57,69.83,89.0
15.27,人工智能,女,77.28,72.4,99.0
22.52,工商管理,男,76.87,76.22,85.0
28.69,大数据管理,男,57.48,74.19,63.0
33.06,人工智能,女,48.18,61.64,86.0
16.62,财务管理,女,84.3,81.45,64.0
7.91,电子商务,男,79.87,63.62,65.0
23.18,电子商务,男,53.09,61.11,60.0
18.56,电子商务,女,60.75,70.49,76.0
23.69,财务管理,女,60.55,55.68,71.0
27.21,电子商务,男,92.85,86.34,77.0
14.5,电子商务,男,73.63,70.49,72.0
22.39,工商管理,女,53.27,63.08,67.0
13.68,人工智能,女,73.37,71.12,77.0
5.0,电子商务,男,74.58,84.48,72.0
5.47,财务管理,女,74.38,61.05,93.0
15.19,工商管理,女,74.92,66.27,81.0
19.3,人工智能,男,71.56,65.04,76.0
28.11,工商管理,女,55.31,63.45,94.0
20.49,财务管理,女,53.41,54.89,77.0
26.01,工商管理,女,64.34,77.77,86.0
5.0,工商管理,男,95.18,92.94,99.0
11.34,大数据管理,女,86.63,69.86,93.0
13.96,人工智能,男,83.76,67.24,76.0
30.02,大数据管理,男,64.1,74.01,81.0
11.97,电子商务,男,67.75,61.13,89.0
29.08,电子商务,男,73.47,83.78,93.0
20.07,财务管理,男,86.97,76.95,74.0
6.92,人工智能,男,78.63,53.63,82.0
19.54,财务管理,男,100.0,96.15,71.0
17.91,工商管理,男,66.01,81.55,85.0
5.0,财务管理,女,84.12,66.07,88.0
26.55,财务管理,女,62.9,67.76,78.0
6.33,工商管理,女,87.66,75.35,91.0
16.69,人工智能,女,84.66,77.81,75.0
11.56,电子商务,女,59.02,68.8,94.0
20.08,工商管理,女,54.15,79.15,95.0
17.64,财务管理,女,73.84,69.42,84.0
11.55,大数据管理,女,86.32,63.02,62.0
13.05,电子商务,女,65.98,50.82,81.0
13.48,大数据管理,男,91.08,67.45,63.0
38.09,人工智能,男,69.47,82.08,93.0
21.46,电子商务,女,100.0,96.53,65.0
31.61,工商管理,女,74.11,72.0,68.0
34.58,工商管理,女,76.95,82.25,74.0
9.99,大数据管理,男,84.06,67.92,66.0
28.33,大数据管理,男,68.82,83.51,76.0
26.42,财务管理,女,83.88,99.01,81.0
16.4,大数据管理,女,68.61,64.96,82.0
21.11,大数据管理,女,73.97,70.72,81.0
16.76,大数据管理,女,76.53,77.05,67.0
21.29,工商管理,女,57.47,68.97,64.0
30.91,财务管理,女,79.6,91.33,84.0
7.32,人工智能,男,67.62,67.13,88.0
20.83,大数据管理,男,73.86,69.34,91.0
25.08,财务管理,男,100.0,89.98,73.0
23.94,电子商务,男,52.16,71.81,84.0
8.7,人工智能,女,84.57,77.31,65.0
5.0,大数据管理,女,91.06,78.86,98.0
29.89,工商管理,男,100.0,98.49,92.0
17.08,人工智能,男,80.32,81.08,81.0
15.44,人工智能,女,71.89,83.25,90.0
35.05,大数据管理,男,64.11,76.67,71.0
23.17,人工智能,男,86.43,76.61,70.0
27.94,大数据管理,女,87.57,84.69,78.0
14.98,财务管理,女,69.49,73.83,60.0
24.33,工商管理,女,88.43,77.48,99.0
20.72,电子商务,男,95.72,85.53,73.0
25.94,人工智能,男,76.64,72.68,90.0
12.93,电子商务,男,68.25,67.45,92.0
15.3,人工智能,男,68.25,75.72,80.0
14.33,电子商务,男,85.26,77.38,92.0
21.44,财务管理,女,89.16,84.2,93.0
9.66,大数据管理,女,77.67,53.25,68.0
14.8,大数据管理,男,86.92,81.25,79.0
14.12,人工智能,男,80.89,75.85,73.0
19.22,工商管理,男,74.72,87.23,71.0
14.25,工商管理,女,63.62,64.59,89.0
12.5,大数据管理,女,89.24,76.38,79.0
28.04,财务管理,男,86.42,81.58,79.0
20.47,人工智能,女,65.5,82.54,80.0
12.77,工商管理,女,74.45,66.03,71.0
5.0,人工智能,男,62.12,61.29,90.0
19.22,财务管理,女,62.55,69.32,80.0
14.21,人工智能,女,100.0,83.39,86.0
27.32,大数据管理,女,86.59,79.26,77.0
10.93,人工智能,女,86.19,74.9,83.0
26.56,人工智能,女,62.48,78.35,77.0
23.42,人工智能,女,92.15,75.05,95.0
16.57,电子商务,女,65.97,66.34,68.0
28.75,财务管理,男,73.05,68.75,66.0
18.94,大数据管理,女,76.56,83.36,75.0
35.21,大数据管理,男,99.77,81.73,89.0
33.99,电子商务,男,68.46,67.77,63.0
19.78,电子商务,女,80.72,77.75,93.0
7.33,工商管理,男,76.68,82.83,98.0
18.63,工商管理,女,66.33,66.0,65.0
13.97,人工智能,男,88.38,71.39,73.0
9.76,大数据管理,女,78.55,84.59,79.0
16.75,财务管理,女,76.04,55.95,65.0
15.86,电子商务,女,78.81,53.81,63.0
16.63,大数据管理,男,75.95,77.45,95.0
7.08,电子商务,男,44.64,45.08,76.0
18.96,大数据管理,男,69.7,61.68,72.0
19.27,财务管理,男,81.28,81.93,84.0
14.88,人工智能,女,53.95,62.87,99.0
24.36,财务管理,男,81.21,70.61,68.0
25.02,电子商务,女,98.03,76.76,81.0
26.01,人工智能,男,75.58,84.31,83.0
14.71,财务管理,男,81.09,78.94,73.0
36.67,人工智能,男,83.19,85.5,77.0
19.71,电子商务,女,97.19,100.0,93.0
28.0,电子商务,女,72.3,65.39,71.0
20.43,财务管理,女,100.0,75.0,91.0
18.67,人工智能,男,84.35,71.83,90.0
35.27,工商管理,男,71.8,76.77,81.0
15.78,工商管理,女,79.83,78.3,93.0
26.0,大数据管理,女,58.08,64.39,80.0
17.65,财务管理,女,100.0,89.14,93.0
20.48,工商管理,男,60.1,53.52,65.0
20.69,大数据管理,男,71.74,83.67,99.0
14.93,大数据管理,男,65.3,67.86,97.0
19.52,人工智能,男,77.61,82.37,71.0
6.39,大数据管理,男,79.76,71.36,76.0
21.97,电子商务,男,83.53,76.91,64.0
17.55,人工智能,女,62.25,69.82,70.0
17.52,财务管理,男,65.96,67.35,74.0
14.82,工商管理,女,61.84,71.46,95.0
5.0,电子商务,女,54.55,65.83,73.0
22.86,电子商务,男,58.58,64.6,67.0
18.69,工商管理,女,86.7,84.52,80.0
26.11,人工智能,女,77.88,75.81,81.0
8.32,财务管理,男,61.92,74.87,91.0
15.55,人工智能,男,49.59,55.3,99.0
11.87,工商管理,女,79.84,85.99,76.0
39.18,工商管理,女,39.33,64.33,98.0
10.45,人工智能,女,85.22,60.22,77.0
21.44,电子商务,男,71.3,74.07,100.0
32.53,人工智能,男,96.02,85.73,78.0
12.5,财务管理,女,97.43,83.4,70.0
11.74,大数据管理,男,92.0,71.45,90.0
15.14,大数据管理,女,99.34,76.94,64.0
15.1,大数据管理,男,90.15,65.15,78.0
24.3,人工智能,女,67.33,67.59,91.0
13.69,工商管理,女,87.59,62.59,67.0
11.51,工商管理,男,71.72,49.81,72.0
36.96,人工智能,男,93.16,91.19,63.0
6.44,大数据管理,男,85.73,76.85,84.0
21.19,大数据管理,女,91.72,81.55,67.0
28.14,工商管理,女,50.95,53.96,71.0
23.86,财务管理,男,96.13,84.58,86.0
20.75,电子商务,男,100.0,86.06,86.0
5.0,工商管理,男,91.42,66.42,85.0
23.34,电子商务,男,89.77,89.76,69.0
18.63,财务管理,女,77.8,82.85,89.0
25.7,人工智能,女,86.25,82.11,99.0
29.31,人工智能,女,60.77,69.78,78.0
13.37,财务管理,女,78.98,69.95,69.0
14.54,工商管理,女,84.41,59.41,75.0
15.91,大数据管理,男,67.77,65.11,92.0
30.83,电子商务,男,71.8,69.15,65.0
24.63,人工智能,女,75.51,68.62,82.0
18.75,人工智能,女,68.73,65.34,88.0
11.55,大数据管理,女,57.38,75.71,93.0
19.36,工商管理,男,86.78,82.32,86.0
27.69,大数据管理,男,78.16,74.47,76.0
16.09,工商管理,女,92.63,84.69,87.0
5.0,电子商务,女,65.12,72.39,75.0
14.8,大数据管理,男,80.39,82.58,83.0
11.48,人工智能,女,65.47,63.59,69.0
32.58,大数据管理,男,94.8,88.2,93.0
13.22,财务管理,女,79.1,80.85,93.0
26.95,大数据管理,女,64.68,71.51,62.0
23.6,电子商务,女,67.83,77.11,78.0
23.14,电子商务,女,74.9,77.74,84.0
8.48,工商管理,男,71.6,73.2,87.0
27.43,电子商务,男,64.47,67.25,80.0
27.75,电子商务,男,100.0,96.96,63.0
25.69,工商管理,女,68.2,72.6,64.0
25.43,财务管理,女,74.98,89.0,62.0
27.16,电子商务,女,100.0,82.39,61.0
15.03,人工智能,女,68.26,81.78,84.0
32.1,人工智能,女,78.54,81.43,75.0
8.67,大数据管理,男,64.84,57.11,95.0
24.53,人工智能,女,76.84,68.9,63.0
28.91,大数据管理,女,80.97,77.64,74.0
16.36,财务管理,女,74.62,73.84,90.0
17.22,大数据管理,男,100.0,84.62,61.0
26.32,大数据管理,女,100.0,83.86,94.0
30.58,人工智能,男,46.12,63.91,85.0
15.53,财务管理,男,99.72,100.0,72.0
8.64,财务管理,男,89.64,90.86,77.0
32.12,财务管理,男,74.72,79.43,76.0
19.05,大数据管理,女,74.48,74.12,93.0
30.07,财务管理,女,73.29,75.49,79.0
15.88,电子商务,男,70.66,73.39,90.0
18.44,电子商务,男,79.94,62.9,70.0
24.03,电子商务,男,64.55,69.71,87.0
31.1,财务管理,男,50.47,51.49,64.0
21.82,工商管理,男,64.6,68.98,61.0
14.85,人工智能,女,89.81,81.02,75.0
18.59,大数据管理,男,66.29,65.09,81.0
26.25,人工智能,男,96.66,99.63,87.0
29.16,工商管理,女,80.21,66.36,65.0
16.94,人工智能,男,40.73,44.42,90.0
25.11,电子商务,女,77.93,82.81,98.0
17.53,大数据管理,女,72.94,76.79,64.0
27.71,大数据管理,女,80.42,93.35,91.0
29.28,工商管理,女,77.66,76.95,86.0
27.73,财务管理,男,65.82,80.38,85.0
34.32,大数据管理,女,86.52,84.72,66.0
15.28,电子商务,男,76.98,66.87,67.0
20.74,工商管理,男,76.96,81.31,77.0
12.07,财务管理,男,63.21,68.31,70.0
18.4,工商管理,女,83.96,64.81,91.0
30.77,财务管理,女,94.55,95.93,61.0
5.2,电子商务,女,88.16,84.86,88.0
30.6,大数据管理,男,84.06,78.73,98.0
20.29,财务管理,女,63.75,69.36,80.0
23.9,大数据管理,男,87.39,84.05,90.0
17.94,财务管理,女,76.82,76.4,87.0
14.98,电子商务,男,66.04,61.45,96.0
24.25,电子商务,女,80.66,75.69,90.0
17.89,财务管理,女,69.75,69.91,90.0
10.31,大数据管理,男,100.0,90.13,87.0
32.5,电子商务,女,100.0,93.31,85.0
10.49,电子商务,女,44.29,48.88,80.0
18.49,工商管理,女,74.38,77.1,68.0
34.85,工商管理,男,59.8,55.12,82.0
24.11,大数据管理,男,69.53,79.32,71.0
11.53,财务管理,女,82.37,59.51,87.0
29.41,财务管理,男,84.98,79.11,79.0
20.98,大数据管理,男,100.0,78.39,96.0
28.97,电子商务,男,86.35,71.52,70.0
37.15,工商管理,女,78.91,90.38,68.0
19.9,人工智能,男,62.43,61.76,76.0
26.81,人工智能,男,55.49,68.92,95.0
23.99,工商管理,女,76.19,77.75,93.0
10.93,工商管理,男,66.66,68.66,81.0
22.48,大数据管理,男,80.96,74.92,73.0
22.43,大数据管理,女,61.2,56.88,69.0
23.83,电子商务,女,92.08,91.29,95.0
23.1,电子商务,男,53.04,61.71,91.0
16.34,工商管理,男,65.31,55.25,98.0
10.01,电子商务,男,53.35,53.43,87.0
18.18,工商管理,男,78.91,87.72,87.0
8.84,电子商务,女,90.65,80.24,76.0
5.83,财务管理,男,96.05,71.63,65.0
30.39,工商管理,男,71.93,72.4,61.0
32.56,财务管理,女,56.51,64.75,76.0
17.54,电子商务,男,60.33,82.87,86.0
17.04,工商管理,女,95.92,87.42,86.0
21.35,人工智能,女,39.51,57.23,78.0
11.09,财务管理,女,67.19,69.94,64.0
7.04,工商管理,女,66.04,61.49,71.0
23.97,工商管理,女,82.84,78.79,94.0
10.22,大数据管理,女,42.2,45.96,63.0
